url,traffic_pct,keywords,traffic,traffic_change,answer_engines,top_keyword,primary_intent,llm_prompts
https://smartq.pureforyou.com/products/32040787836962/sleep-solution,0,1,0,0,,pure encapsulations sleep,Informational,0
https://smartq.pureforyou.com/products/39354424492066/iron-c,0,0,0,0,,,,0
https://smartq.pureforyou.com/glossary/559140208674/vitamin-e,0,0,0,0,,,,0
https://smartq.pureforyou.com/products/32040736784418/digestive-enzymes-ultra,0,2,0,0,,,,0
https://smartq.pureforyou.com/blog/556799164450/one-spicy-root-the-health-benefits-of-turmeric,0,0,0,0,,,,0
https://smartq.pureforyou.com/products/39444930854946/calcium-k-d,0,1,0,0,,,,0
https://smartq.pureforyou.com/blog/559717777442/discover-the-essential-vitamins-and-minerals-for-women-over-40,0,8,0,0,,,,0
https://smartq.pureforyou.com/products/39337317761058/vitamin-d-gummy,0,17,0,0,,pure encapsulations vitamin d3 and k2,Informational,0
https://smartq.pureforyou.com/collections/fish-oils-omegas,0,12,0,-2,google,resq 1250,Informational,1
https://smartq.pureforyou.com/products/40583049084962/daily-pure-pack-healthy-sleep-v2,0,6,0,-12,,,,0
https://smartq.pureforyou.com/products/33055582847010/purebiome-gi,0,1,0,0,,,,0
https://smartq.pureforyou.com/glossary/558938193954/zinc,0,6,0,0,,,,0
https://smartq.pureforyou.com/blog/561485971490/benefits-of-magnesium-exploring-what-its-good-for,0,15,0,0,,,,0
https://smartq.pureforyou.com/collections/hormone-support,0,7,0,0,,pure estrogen,Informational,0
https://smartq.pureforyou.com/products/33055570362402/ubiquinol-vesisorb,0,3,0,0,,vesisorb coq10,Informational,0
https://smartq.pureforyou.com/products/44791776509986/epa-dha-vegetarian,0,2,0,0,,vegetarian epa,Informational,0
https://smartq.pureforyou.com/collections/all/healthfocusarea---bones-msk/collections/sleep-support,0,0,0,0,,,,0
https://smartq.pureforyou.com/products/33055658508322/ai-formula-120,0,4,0,0,,ai formula,Informational,0
https://smartq.pureforyou.com/products/33055638683682/glucosamine-hcl-chondroitin,0,1,0,0,,pure glucosamine,Informational,0
https://smartq.pureforyou.com/products/33055637700642/hawthorn-extract,0,5,0,0,,,,0
https://smartq.pureforyou.com/collections/multivitamins/page-5,0,2,0,0,,,,0
https://smartq.pureforyou.com/edit/collections/multivitamins-vitamins-minerals,0,0,0,0,,,,0
https://smartq.pureforyou.com/products/39337320153122/zinc-gummy,0,1,0,0,,,,0
https://smartq.pureforyou.com/products/40448209125410/purelean-satiety,0,3,0,0,"gemini, google, google-ai",purelean satiety,Informational,3
https://smartq.pureforyou.com/products/32889914228770/tribulus-formula,0,3,0,0,,,,0
https://smartq.pureforyou.com/products/33055655100450/black-cohosh,0,3,0,0,,,,0
https://smartq.pureforyou.com/products/33055573639202/saw-palmetto-320-120,0,0,0,-7,,,,0
https://pureforyou.com/pages/about-us,0,1,0,0,search-gpt,pureforyou login,"Transactional, Navigational",1
https://smartq.pureforyou.com/blog/563154452514/fertility-support-vitamins-essential-nutrients-to-support-your-reproductive-health,0,1,0,0,,,,0
https://smartq.pureforyou.com/products/33055651594274/calcium-mcha-with-magnesium,0,3,0,-3,google,mcha supplement,Informational,1
https://smartq.pureforyou.com/products/33055626461218/lithium-orotate-1-mg-90,0,10,0,-3,,lithium orotate 1 mg,Informational,0
https://smartq.pureforyou.com/products/39375523708962/gluten-dairy-digest,0,0,0,0,,,,0
https://smartq.pureforyou.com/blog/556286541858/detox-support-how-cruciferous-vegetables-help,0,6,0,0,google,how tp detofy using vegetables,Informational,1
https://smartq.pureforyou.com/collections/blood-sugar/page-2,0,0,0,0,,,,0
https://smartq.pureforyou.com/products/32040732098594/beta-carotene-with-mixed-carotenoids,0,9,0,0,,multivitamin beta carotene,Informational,0
https://smartq.pureforyou.com/glossary/558937636898/l-glutamine,0,3,0,0,,,,0
https://smartq.pureforyou.com/glossary/559145615394/ginkgo,0,3,0,0,,,,0
https://smartq.pureforyou.com/products/39406542487586/b12-folate,0,1,0,0,,,,0
https://smartq.pureforyou.com/products/40178719588386/niacinamide,0,1,0,0,search-gpt,pure niacinamide,"Commercial, Informational",1
https://smartq.pureforyou.com/blog/559799861282/drugnutrient-interactions-understanding-the-basics,0,9,0,0,google,,,2
https://smartq.pureforyou.com/products/40835220537378/epa-dha-vegetarian,0,3,0,-1,google-ai,,,1
https://smartq.pureforyou.com/products/32040792129570/ultrazin-zinc,0,0,0,0,,,,0
https://smartq.pureforyou.com/products/33055660539938/7-keto-dhea-100-mg-60,0,3,0,0,,7 keto dhea 100mg,Informational,0
https://smartq.pureforyou.com/products/33055653789730/cal-with-ipriflavon-210,0,1,0,-4,,,,0
https://smartq.pureforyou.com/products/33055635341346/indole-3-carbinol-400-mg-60,0,4,0,0,,indole 3 carbinol 400mg,Informational,0
https://smartq.pureforyou.com/collections/top-sellers-trending-products,0,6,0,0,,,,0
https://smartq.pureforyou.com/blog/558822096930/immune-support-supplements--travel-with-confidence,0,9,0,0,search-gpt,,,1
https://smartq.pureforyou.com/collections/sleep-support,0,2,0,0,,sleepsupport,Informational,0
https://smartq.pureforyou.com/products/33055615549474/m-r-s-mushroom-formula,0,1,0,0,,mrs mushroom formula,Informational,0
https://pureforyou.com/pages/pure-difference,0,4,0,-9,"gemini, search-gpt",,,3
https://smartq.pureforyou.com/products/33055650316322/chromemate-gtf-600-60,0,4,0,0,,chrommate,Informational,0
https://pureforyou.com/pages/bioage,0,1,0,0,,,,0
